Intents,Query,Response
Acad_Teo_CA_Requisición,¿Qué es requisición?,"Requisición: Documento que contiene las especificaciones del bien o servicio que se necesita adquirir. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""https://intranet.ugc.edu.co/documentos/gestion_calidad/procesos/apoyo_administrativo/compras/manual_procedimientos_compras_suministros.pdf"""" target=""""_blank"""">Manual de procedimientos, compras y suministros. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=E3ucnk57Bm4&t=19s"""" target=""""_blank"""">Administración de las compras Parte 2-Objetivos del departamento de compras. (Video)</a><br />
<a href=""""https://pyme.lavoztx.com/cules-son-las-funciones-del-departamento-de-compras-de-una-organizacin-4273.html"""" target=""""_blank"""">¿Cuáles son las funciones del departamento de compras de una organización? (Página Web)</a>
<a href=""""https://www.youtube.com/watch?v=yovKEX-As7g"""" target=""""_blank"""">Administración de las compras Parte 3-Proceso de compras primera parte. Video)</a><br />"
Acad_Teo_CA_requisito legal para poder importar mercancías,¿Cuál es un requisito legal para poder importar mercancías?,"Contar con firma electrónica avanzada. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://omawww.sat.gob.mx/aduanas/importando_exportando/guia_importacion/Paginas/procedimiento_para_importacion_de_mercancias.aspx"""" target=""""_blank"""">Procedimiento para la importación de Mercancías. (Página Web)
</a><br />
<a href=""""http://omawww.sat.gob.mx/aduanas/servicios/Paginas/obligaciones_del_agente_aduanal.aspx” target=""""_blank"""">Obligaciones del agente aduanal. (Página Web)</a><br />
<a href=""""https://www.youtube.com/watch?v=-pfub5zXpGc&t=26s“ target=""""_blank"""">Clasificación arancelaria de mercancías: ¿Cómo se hace? (Video)</a>
<a href=""""https://www.youtube.com/watch?v=LJ2GMkGyJKA"""" target=""""_blank"""">¿Qué es un arancel y cómo funciona? (Video)</a><br />
<a href=""""https://www.youtube.com/watch?v=R3Effi0RFoo"""" target=""""_blank"""">¿Qué es una aduana y cómo funciona? (Video)</a><br />"
Acad_Teo_CA_satisfacen las expectativas cuando las órdenes de compra,¿De quién se satisfacen las expectativas cuando las órdenes de compra son entregadas en tiempo y forma?,"Los clientes. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://www.ehowenespanol.com/realizar-seguimiento-ordenes-compra-clientes-como_353556/"""" target=""""_blank"""">Cómo realizar un seguimiento de las órdenes de compra de los clientes. (Web Page)</a><br />
<a href=""""https://intranet.ugc.edu.co/documentos/gestion_calidad/procesos/apoyo_administrativo/compras/manual_procedimientos_compras_suministros.pdf” target=""""_blank"""">Manual de procedimientos para compras y suministros. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=dYmYbvG70iA"""" target=""""_blank"""">Gestión de las órdenes de compra de los clientes (Video)</a>
<a href=""""https://www.youtube.com/watch?v=wiWxGoacHLY&t=19s"""" target=""""_blank"""">Orden de compra. (Video)</a><br />"
Acad_Teo_CA_SCM,¿Qué significa SCM?,"Sistema de información compuesto por un subsistema de logística de aprovisionamiento, otra interna y una de distribución. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://www.fesc.edu.co/portal/archivos/e_libros/logistica/ind_logistica.pdf"""" target=""""_blank"""">Indicadores de gestión logística. (PDF)</a><br />
<a href=""""http://www.scielo.org.co/pdf/eg/v26n117/v26n117a09.pdf” target=""""_blank"""">Gestión De Almacenes Y Tecnologías De La Información Y Comunicación (Tic). (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=zTuf8vn68Ww“ target=""""_blank"""">Sistema de gestión documental. (Video)</a>
<a href=""""https://www.youtube.com/watch?v=TvuZwGHAEMM"""" target=""""_blank"""">Qué es un ERP. (Video)</a><br />"
Acad_Teo_CA_se encarga de la evaluación de los precio,¿Quién se encarga de la evaluación de los precios dentro de la empresa?,"El área de compras. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""https://intranet.ugc.edu.co/documentos/gestion_calidad/procesos/apoyo_administrativo/compras/manual_procedimientos_compras_suministros.pdf"""" target=""""_blank"""">Manual de procedimientos, compras y suministros. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=E3ucnk57Bm4&t=19s"""" target=""""_blank"""">Administración de las compras Parte 2-Objetivos del departamento de compras. (Video)</a><br />
<a href=""""https://pyme.lavoztx.com/cules-son-las-funciones-del-departamento-de-compras-de-una-organizacin-4273.html"""" target=""""_blank"""">¿Cuáles son las funciones del departamento de compras de una organización? (Página Web)</a>
<a href=""""https://www.youtube.com/watch?v=yovKEX-As7g"""" target=""""_blank"""">Administración de las compras Parte 3-Proceso de compras primera parte. Video)</a><br />"
Acad_Teo_CA_Secretaría de Economía,¿Qué es la secretaría de economía?,"Puede considerarse como la institución más importante en materia de comercio exterior. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://www.promexico.gob.mx/documentos/pdf/ContratosDeCompraventaInternacional.pdf"""" target=""""_blank"""">Contratos Internacionales. (PDF)</a><br />
<a href=""""https://archivos.juridicas.unam.mx/www/bjv/libros/1/179/11.pdf” target=""""_blank"""">Organismos de control y apoyo al comercio exterior. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=zPlPDh0Vdg8“ target=""""_blank"""">Cuatro principales INCOTERMS en el Comercio Internacional (Video)</a>
<a href=""""https://www.youtube.com/watch?v=WTzJ5Fcq1o8"""" target=""""_blank"""">¿Por qué es importante el comercio exterior? (Video)</a><br />
<a href=""""https://www.youtube.com/watch?v=42ozv7PAb_0"""" target=""""_blank"""">La Secretaría de Economía en el Comercio Exterior. (Video)</a><br />"
Acad_Teo_CA_seguimiento a la orden de compra,¿En qué fase se da el seguimiento a la orden de compra?,"Control. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://www.ehowenespanol.com/realizar-seguimiento-ordenes-compra-clientes-como_353556/"""" target=""""_blank"""">Cómo realizar un seguimiento de las órdenes de compra de los clientes. (Web Page)</a><br />
<a href=""""https://intranet.ugc.edu.co/documentos/gestion_calidad/procesos/apoyo_administrativo/compras/manual_procedimientos_compras_suministros.pdf” target=""""_blank"""">Manual de procedimientos para compras y suministros. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=dYmYbvG70iA"""" target=""""_blank"""">Gestión de las órdenes de compra de los clientes (Video)</a>
<a href=""""https://www.youtube.com/watch?v=wiWxGoacHLY&t=19s"""" target=""""_blank"""">Orden de compra. (Video)</a><br />"
Acad_Teo_CA_seguridad de inventario de un producto,¿Cómo se puede determinar un nivel de seguridad de inventario de un producto o material?,"Nivel de disponibilidad deseado. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""https://alandap.files.wordpress.com/2015/10/administracion-de-la-cadena-de-suministro-estrategia-planeacion-y-operacion-sunil-chopra-peter-meindl.pdf"""" target=""""_blank"""">Determinación Del Nivel Adecuado Del Inventario De Seguridad. (PDF)</a><br />
<a href=""""https://cuadernosdelprofesor.files.wordpress.com/2016/01/libro-admondecomprasyabastecimientos.pdf” target=""""_blank"""">Precio. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?time_continue=249&v=tjCpa921ueY“ target=""""_blank"""">Cadena de suministro.  (Video)</a>
<a href=""""https://www.youtube.com/watch?v=KTErlTcwt64"""" target=""""_blank"""">Acciones para bajar tus niveles de inventario (Video)</a><br />"
Acad_Teo_CA_soborno,¿Qué es el soborno?,"Ésta es una actividad sin ética, que consiste en pedir al proveedor que ofrezca dinero u otras dádivas para asignar la orden de compra o pedido. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://www.editorialpatria.com.mx/pdffiles/9786074386202.pdf"""" target=""""_blank"""">Administración de compras (PDF)</a><br />
<a href=""""http://www.oas.org/juridico/spanish/mesicic2_repdom_sc_anexo_19_sp.pdf” target=""""_blank"""">El Sistema de Compras en la Administración Pública: Propuestas para su transformación. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=yWF1ej6oiYQ“ target=""""_blank"""">Compras nacionales e internacionales. (Video)</a>
<a href=""""https://www.youtube.com/watch?v=xzisBBZoI_E"""" target=""""_blank"""">El proceso de compras en una empresa (Video)</a><br />"
Acad_Teo_CA_solicita a los proveedores que contiene la propuesta comercial que ofertan,¿Qué documento que se solicita a los proveedores que contiene la propuesta comercial que ofertan a la organización?,Cotización.
"Acad_Teo_CA_subasta inglesa, qué proveedor es contratado","¿En una subasta inglesa, qué proveedor es contratado?","El más barato. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://www.redalyc.org/pdf/816/81619829002.pdf"""" target=""""_blank"""">Decisión de Comprar o Alquilar Activos Fijos. (PDF)</a><br />
<a href=""""https://alandap.files.wordpress.com/2015/10/administracion-de-la-cadena-de-suministro-estrategia-planeacion-y-operacion-sunil-chopra-peter-meindl.pdf” target=""""_blank"""">Selección de Proveedores, Subastas y Negociaciones. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=KTPu6TSWbX0“ target=""""_blank"""">Identificación y protección de activos en la empresa.. (Video)</a>
<a href=""""https://www.youtube.com/watch?v=wU6_lkEZ3DU"""" target=""""_blank"""">12 técnicas para negociar (Video)</a><br />
<a href=""""https://www.youtube.com/watch?v=rh-FlubQOnc"""" target=""""_blank"""">Estrategias de negociación, cómo negociar con éxito. (Video)</a><br />"
Acad_Teo_CA_tamaño de la empresa,¿Por qué depende del tamaño de la empresa?,De esta característica depende la estructura del área o departamento de compras.
Acad_Teo_CA_Temperatura correcta,Definición de temperatura correcta.,"Condición ambiental que ayuda a conservar un producto perecedero. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""https://dialnet.unirioja.es/descarga/articulo/4835718.pdf """" target=""""_blank"""">Planeación por lotes de aprovisionamiento, según el rendimiento sobre la inversión. (PDF)</a><br />
<a href=""""http://enah.edu.ni/files/uploads/biblioteca/880.pdf” target=""""_blank"""">Aprovisionamiento y Control de Productos y Materiales. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=WFLb4XHHX2E“ target=""""_blank"""">Programación de compras. (Video)</a>
<a href=""""https://www.youtube.com/watch?v=ZhEOuZeM0I0"""" target=""""_blank"""">Planeación y política de compras. (Video)</a><br />"
Acad_Teo_CA_tipo de industria ha ofrecido soluciones en bienes de capital,¿Qué tipo de industria ha ofrecido soluciones en bienes de capital?,"Pyme. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://eprints.ucm.es/40738/1/T38213.pdf"""" target=""""_blank"""">Bienes de capital, flujos tecnológicos y cambio estructural: los casos de Estados Unidos, Japón y Alemania, 1980-2005. (PDF)</a><br />
<a href=""""https://dialnet.unirioja.es/servlet/articulo?codigo=2991249” target=""""_blank"""">La investigación y el desarrollo como ejes centrales para la generación de bienes de capital. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=GdzuDb2Db5U“ target=""""_blank"""">Bienes de consumo y de capital (Video)</a>
<a href=""""https://www.youtube.com/watch?v=t6xVxtGyN34"""" target=""""_blank"""">Bienes de capital vs. Bienes de consumo y crecimiento económico. (Video)</a><br />"
Acad_Teo_CA_trasmite el riesgo,¿Qué trasmite el riesgo entre comprador y vendedor?,"Incoterms. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://www.promexico.gob.mx/documentos/pdf/ContratosDeCompraventaInternacional.pdf"""" target=""""_blank"""">Contratos Internacionales. (PDF)</a><br />
<a href=""""https://archivos.juridicas.unam.mx/www/bjv/libros/1/179/11.pdf” target=""""_blank"""">Organismos de control y apoyo al comercio exterior. (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=zPlPDh0Vdg8“ target=""""_blank"""">Cuatro principales INCOTERMS en el Comercio Internacional (Video)</a>
<a href=""""https://www.youtube.com/watch?v=WTzJ5Fcq1o8"""" target=""""_blank"""">¿Por qué es importante el comercio exterior? (Video)</a><br />
<a href=""""https://www.youtube.com/watch?v=42ozv7PAb_0"""" target=""""_blank"""">La Secretaría de Economía en el Comercio Exterior. (Video)</a><br />"
Acad_Teo_CA_tratado,¿Qué es un tratado?,"Es un acuerdo celebrado por escrito entre Estados y regido por el derecho internacional. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""https://www.gob.mx/se/acciones-y-programas/comercio-exterior-paises-con-tratados-y-acuerdos-firmados-con-mexico"""" target=""""_blank"""">Contratos Internacionales. (Página Web)</a><br />
<a href=""""http://www.diputados.gob.mx/sedia/sia/spi/SAPI-ISS-10-12.pdf” target=""""_blank"""">Los tratados internacionales en México (PDF)</a><br />
<a href=""""https://www.youtube.com/watch?v=jCM-BmR3HZY“ target=""""_blank"""">¿Qué es un tratado internacional y cómo funciona? (Video)</a>
<a href=""""https://www.youtube.com/watch?v=MW7cttkdXns"""" target=""""_blank"""">Los organismos de comercio internacional (Video)</a><br />
<a href=""""https://www.youtube.com/watch?v=_f4J6j1kpLE&t=29s"""" target=""""_blank"""">¿Qué es un tratado de libre comercio? TLC. (Video)</a><br />"
Acad_Teo_CA_una ventaja del VMI,¿Cuál es una ventaja del VMI?,"Reduce tiempos de entrega. <br />
Para más información relacionada con el tema, da clic en alguna de las opciones siguientes: <br />
<a href=""""http://www.umng.edu.co/documents/10162/745279/V2N2_9.pdf"""" target=""""_blank"""">Coordinación De Existencias Mediante La Administración De Inventarios Por Parte Del Proveedor – VM. (PDF)</a><br />
<a href=""""https://www.datalliance.com/es/what-is-vmi” target=""""_blank"""">¿Qué es el Inventario Administrado por el Proveedor (VMI)?  (Página Web)</a><br />
<a href=""""https://www.youtube.com/watch?v=n6f6DDgT_aw“ target=""""_blank"""">VMI – Vendor Manager Inventory para IMMEX. (Video)</a>
<a href=""""https://www.youtube.com/watch?v=ruphZ31NmOY"""" target=""""_blank"""">VMI IMMEX  (Video)</a><br />"
